আফ্রিকা	Afrika
বুত্রোস বুত্রোস গালি	Boutros Boutros-Ghali
মিটনেরিয়াম	Meitnerium
হাভিয়ের পেরেজ ডে কুয়েইয়ার	Javier Pérez de Cuéllar
কার্ট ওয়াল্ডহেইম	Kurt Waldheim
কলোরাডো	Colorado (staat)
উ থান্ট	U Thant
ডার্মস্টেটিয়াম	Darmstadtium
দগ হামারহোল্ড	Dag Hammarskjöld
ফ্রেদেরিক শোপাঁ	Frédéric Chopin
ট্রিগভে হাভডেন লি	Trygve Lie
রন্টজেনিয়াম	Röntgenium
গ্লাডউইন জেব	Gladwyn Jebb
কোপার্নিসিয়াম	Copernicium
বিষয়শ্রেণী:সূচীপত্র	Categorie:Alles
আল্পস পর্বতমালা	Alpen
কার্পেথীয় পর্বতমালা	Karpaten
গ্রনোবল	Grenoble
ব্লেইজ প্যাসকেল	Blaise Pascal
জেন্ট	Gent
শিকাগো	Chicago
দ্য বিটল্‌স	The Beatles
ইউনুনট্রিয়াম	Ununtrium
ইউনুনকোয়াডিয়াম	Flerovium
ইউনুনপেন্টিয়াম	Ununpentium
ইউনুনহেক্সিয়াম	Livermorium
ইউনুনসেপ্টিয়াম	Ununseptium
ইউনুনকটিয়াম	Ununoctium
শীত	Winter
বসন্ত (ঋতু)	Lente
গ্রীষ্ম	Zomer
শরৎ	Herfst
বিষুব	Equinox
সাদ্দাম হুসাইন	Saddam Hoessein
ওসামা বিন লাদেন	Osama bin Laden
স্পেনীয় ভাষা	Spaans
ফ্রিড‌রিশ ফন হায়ক	Friedrich von Hayek
মোন্তেবিদেও	Montevideo (stad)
ইয়োহান জেবাস্টিয়ান বাখ	Johann Sebastian Bach
অপেরা	Opera (muziek)
ফিলাডেলফিয়া	Philadelphia (Pennsylvania)
কলকাতা	Calcutta
চেন্নাই	Madras
দিল্লি	Delhi (stad)
ঢাকা	Dhaka (stad)
বেঙ্গালুরু	Bangalore
পশ্চিমবঙ্গ	West-Bengalen
মাকড়শা	Spinnen (dieren)
আর্থ্রোপোড	Geleedpotigen
হায়দ্রাবাদ, ভারত	Haiderabad (Andhra Pradesh)
ইসলামাবাদ	Islamabad
ত্রিপুরা	Tripura
ফল	Vrucht (plant)
অর্থ (টাকা)	Geld
ভার্জিনিয়া	Virginia (staat)
পশ্চিম ভার্জিনিয়া	West Virginia
ম্যাটারহর্ন	Matterhorn
নিউ ইয়র্ক	New York (staat)
সিরিয়াম	Cerium
প্রাসিওডিমিয়াম	Praseodymium
রোড আইল্যান্ড	Rhode Island (staat)
নিওডিমিয়াম	Neodymium
কীট	Insecten
মেরিল্যান্ড	Maryland
ডেলাওয়্যার	Delaware
ভ্লাদিমির লেনিন	Vladimir Lenin
ইউরোপিয়াম	Europium
ওহাইও	Ohio (staat)
ভের্গিল	Vergilius
নিক্কোলো মাকিয়াভেল্লি	Niccolò Machiavelli
পেন্সিল্‌ভেনিয়া	Pennsylvania
ফ্রাঞ্চেসকো পেত্রারক	Francesco Petrarca
জিওভান্নি বোক্কাচ্চো	Giovanni Boccaccio
উটার্সেন	Uetersen
আউগুস্তুস	Imperator Caesar Augustus
মাইক্রোসফট উইন্ডোজ	Microsoft Windows
নিউ জার্সি	New Jersey
জিব্রাল্টার	Gibraltar
ফিনীয় ভাষা	Fins
নিরো	Nero (keizer)
ইন্ডিয়ানা	Indiana
নোকিয়া	Nokia (bedrijf)
গাড়ি	Auto
জুভেন্টাস ফুটবল ক্লাব	Juventus FC
রজার ফেদেরার	Roger Federer
হাদ্রিয়ান	Hadrianus
জর্জিয়া (অঙ্গরাজ্য)	Georgia (staat)
কেডিই	KDE
জাগরেব	Zagreb
রাজস্থান	Rajasthan
কাম্পানিয়া	Campania
টেক্সাস	Texas (staat)
তামিলনাড়ু	Tamil Nadu
নর্থ ক্যারোলাইনা	North Carolina
ফিল্ড হকি	Hockey
সাউথ ক্যারোলাইনা	South Carolina
সিসিলি দ্বীপপুঞ্জ	Sicilië
ম্যানিলা	Manilla
তৃতীয় বেনিগনো অ্যাকুইনো	Benigno Aquino III
লোয়ার নদী	Loire (rivier)
এম. সি. এশ্যর	Maurits Cornelis Escher
সেন নদী	Seine
কেসোন	Quezon City
ল্য মঁস	Le Mans (stad)
কোরাজন অ্যাকুইনো	Corazon Aquino
বুয়েনোস আইরেস	Buenos Aires (stad)
মেক্সিকো সিটি	Mexico-Stad
টোকিও	Tokio
বার্সেলোনা	Barcelona (Spanje)
আনারস	Ananas
মিসিসিপি (অঙ্গরাজ্য)	Mississippi (staat)
ফার্ডিনান্ড ম্যাগেলান	Ferdinand Magellaan
মিসিসিপি নদী	Mississippi (rivier)
উত্তরপ্রদেশ	Uttar Pradesh
উত্তরাখণ্ড	Uttarakhand
মিজোরাম	Mizoram
সিক্কিম	Sikkim
পাতাগোনিয়া	Patagonië
টেনেসী	Tennessee
রিশার্ড ভাগনার	Richard Wagner
রবার্ট লুইস স্টিভেন্সন	Robert Louis Stevenson
নাগপুর	Nagpur (stad)
আবিজান	Abidjan
আবুধাবি	Abu Dhabi (stad)
আস্তানা	Astana (stad)
নিউ মেক্সিকো	New Mexico
অ্যাথেন্স	Athene (stad)
মিনেসোটা	Minnesota
বাগদাদ	Bagdad
কারাকাস	Caracas
স্থানাংকিত আন্তর্জাতিক সময়	UTC
উইসকনসিন	Wisconsin
পুনে	Poona (stad)
সিসারো	Marcus Tullius Cicero
এসি মিলান	AC Milan
আইওয়া	Iowa (staat)
লিয়োঁ মেট্রো	Metro van Lyon
নেব্রাস্কা	Nebraska
গুয়াতেমালা সিটি	Guatemala-Stad
ক্যানসাস	Kansas (staat)
হাভানা	Havana
তামাক	Tabak
হিন্দি ভাষা	Hindi
মারাঠি ভাষা	Marathi (taal)
ইন্টারনেট এক্সপ্লোরার	Internet Explorer
সিগারেট	Sigaret
গণেশ	Ganesha
মিসৌরি	Missouri (staat)
জর্জ সায়মন ও'ম	Georg Ohm
লুইজিয়ানা	Louisiana (staat)
নাগাল্যান্ড	Nagaland
কেন্টাকি	Kentucky
আর্কানসাস	Arkansas (staat)
নিল আর্মস্ট্রং	Neil Armstrong
উর্দু ভাষা	Urdu
চার্লস লিন্ডবার্গ	Charles Lindbergh
ওক‌লাহোমা	Oklahoma
দানিউব নদী	Donau
উত্তর সাগর	Noordzee
কিল	Kiel (Duitsland)
হানোফার	Hannover (stad)
মিউনিখ	München
ভলিবল	Volleybal
ইন্সব্রুক	Innsbruck
ভিয়েনা	Wenen
র‌্যনদ ল্যাভিলেনি	Renaud Lavillenie
ম্যাডোনা	Madonna (zangeres)
কোপেনহেগেন	Kopenhagen
স্টকহোম	Stockholm
হেলসিঙ্কি	Helsinki
ডাবলিন	Dublin
রেইকিয়াভিক	Reykjavik
তাল্লিন	Tallinn
রিগা	Riga
লুইস আর্মস্ট্রং	Louis Armstrong
ব্রাতিস্লাভা	Bratislava
বুদাপেস্ট	Boedapest
অ্যাশটন ইটন	Ashton Eaton
ফ্রাঙ্কফুর্ট	Frankfurt am Main
কোচি	Kochi (India)
ল্যান্থানাম	Lanthaan
প্রমিথিয়াম	Promethium
জ্যোতির্বিদ্যা-একক	Astronomische eenheid
সামারিয়াম	Samarium
গ্যাডোলিনিয়াম	Gadolinium
ডেথ নোট	Death Note
জিনেদিন জিদান	Zinédine Zidane
টারবিয়াম	Terbium
লুক্সেমবুর্গ (শহর)	Luxemburg (stad)
ডিসপ্রোসিয়াম	Dysprosium
ফাডুৎস	Vaduz
বাইবেল	Bijbel (christendom)
হলমিয়াম	Holmium
এরবিয়াম	Erbium
প্‌নম পেন	Phnom Penh
এক্স-রশ্মি জ্যোতির্বিজ্ঞান	Röntgenastronomie
থুলিয়াম	Thulium
হো চি মিন সিটি	Ho Chi Minhstad
ইটারবিয়াম	Ytterbium
লুটেসিয়াম	Lutetium
হ্যানয়	Hanoi
সত্য যীশু গীর্জা	Ware Jezuskerk
ইংরেজি ভাষা	Engels
ব্যাংকক	Bangkok
আন্দরা লা ভেলিয়া	Andorra la Vella
কুয়ালালামপুর	Kuala Lumpur
তাইপে	Taipei (stad)
অ্যামেরিসিয়াম	Americium
কুরিয়াম	Curium
বার্কেলিয়াম	Berkelium
ক্যালিফোর্নিয়াম	Californium
কূটনীতি	Diplomatie
আইনস্টাইনিয়াম	Einsteinium
ফার্মিয়াম	Fermium
মেন্ডেলেভিয়াম	Mendelevium
কিয়েভ	Kiev
নোবেলিয়াম	Nobelium
অন্টারিও	Ontario
লরেনসিয়াম	Lawrencium
করিম বেনজেমা	Karim Benzema
প্যাট্রিস এভরা	Patrice Evra
ফ্রাঙ্ক রিবেরি	Franck Ribéry
সামির নাসরি	Samir Nasri
গেল ক্লিশি	Gaël Clichy
অটোয়া	Ottawa (stad)
উইলিয়াম গালাস্‌	William Gallas
বেকারি স্যানিয়া	Bacary Sagna
আবু দিয়াবি	Abou Diaby
জুবা	Djoeba
ইয়েরেভান	Jerevan
কনিয়স্কভলা	Końskowola
ফর্মুলা ওয়ান	Formule 1
২০০০	2000
২০০৩	2003
২০০২	2002
২০০১	2001
২০১২	2012
২০১১	2011
২০১০	2010
২০০৯	2009
কার্বন ডাই অক্সাইড	Koolstofdioxide
২০১৩	2013
২০১৪	2014
২০১৫	2015
২০০৮	2008
জাভাস্ক্রিপ্ট	JavaScript
২০০৪	2004
উইকিট্রাভেল	Wikitravel
২০০৫	2005
ড্রাগন বল	Dragon Ball
২০০৬	2006
২০০৭	2007
কার্বন মনোক্সাইড	Koolstofmonoxide
লিনাক্স মিন্ট	Linux Mint
১৯০০	1900
১৯০১	1901
চার্লস দ্য গল	Charles de Gaulle
১৯০২	1902
ফ্লোরেন্স	Florence (stad)
১৯০৩	1903
১৯০৪	1904
১৯০৫	1905
১৯০৭	1907
১৯০৬	1906
এইচটিএমএল ৫	HTML5
১৯০৮	1908
১৯০৯	1909
১৯৯২	1992
১৯৯১	1991
১৯৯০	1990
১৯৯৩	1993
এসেন	Essen (Noordrijn-Westfalen)
১৯৯৪	1994
১৯৯৫	1995
১৯৯৬	1996
ডেভিড লিঞ্চ	David Lynch
১৯১০	1910
১৯১১	1911
১৯১২	1912
লাইপ্‌ৎসিশ	Leipzig
১৯১৩	1913
১৯১৪	1914
১৯১৫	1915
১৯১৬	1916
১৯৯৭	1997
১৯৯৮	1998
১৯৯৯	1999
১৯১৭	1917
১৯১৮	1918
খাদ্য	Voedsel
সাপ	Slangen
জাক শিরাক	Jacques Chirac
সামারা মেট্রো	Metro van Samara
আলোর গতিবেগ	Lichtsnelheid
এক্সটেনসিভ মার্কআপ ল্যাংগুয়েজ	Extensible Markup Language
নিউট্রিনো	Neutrino
ইউটিসি−১২:০০	UTC-12
জানুয়ারি ১	1 januari
জানুয়ারি ২	2 januari
সুভাষচন্দ্র বসু	Subhas Bose
ইউটিসি−১১:০০	UTC-11
১৯২০	1920
জানুয়ারি ৩	3 januari
১৯১৯	1919
কর্নেলিয়ুস তাকিতুস	Publius Cornelius Tacitus
১৯২১	1921
ইউটিসি−১০:০০	UTC-10
১৯২২	1922
জানুয়ারি ৪	4 januari
১৯২৩	1923
ইউটিসি−০৯:৩০	UTC-9:30
ল্যান্স আর্মস্ট্রং	Lance Armstrong
১৯২৪	1924
ইউটিসি−০৯:০০	UTC-9
রাশিয়ান এসএফএসআর	Russische Socialistische Federatieve Sovjetrepubliek
জেপিইজি	JPEG
বামন গ্রহ	Dwergplaneet
জানুয়ারি ৫	5 januari
ইউটিসি−০৮:০০	UTC-8
জানুয়ারি ৬	6 januari
আঙ্কল টমস্‌ কেবিন	De hut van Oom Tom
ইলেকট্রন	Elektron
জানুয়ারি ৭	7 januari
