អាហ្វ្រិក	Afrika
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ជម្លោះយោធា	Sjabloon:Infobox militair conflict
ទំព័រគំរូ:Resolved	Sjabloon:Uitgevoerd
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហ្វីលីពីន	Sjabloon:PH
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន គណបក្សនយោបាយ	Sjabloon:Infobox politieke partij
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ល្បែងវីដេអូ	Sjabloon:Infobox computerspel
ទំព័រគំរូ:IsLeapYear	Sjabloon:Schrikkeljaar
ទំព័រគំរូ:Age in years and days	Sjabloon:Leeftijd in jaren en dagen
ទំព័រគំរូ:Nom	Sjabloon:Tabelcel genomineerd
ទំព័រគំរូ:Cleanup	Sjabloon:Wiu
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន សាកលវិទ្យាល័យ	Sjabloon:Infobox universiteit
ទំព័រគំរូ:Cite journal	Sjabloon:Citeer journal
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសប្រ៊ុយណេ	Sjabloon:BN
ទំព័រគំរូ:វិគីសៀវភៅ	Sjabloon:Wikibooks
ទំព័រគំរូ:Xpd	Sjabloon:Xpd
ទំព័រគំរូ:Familytree	Sjabloon:Stamboom
ទំព័រគំរូ:Featured article	Sjabloon:Etalage
ទំព័រគំរូ:Infobox monarch	Sjabloon:Infobox monarch
ចំណាត់ថ្នាក់ក្រុម:User en-4	Categorie:Wikipedia:Gebruiker en-4
ចំណាត់ថ្នាក់ក្រុម:User en	Categorie:Wikipedia:Gebruiker en
ចំណាត់ថ្នាក់ក្រុម:User zh	Categorie:Wikipedia:Gebruiker zh
ចំណាត់ថ្នាក់ក្រុម:User zh-N	Categorie:Wikipedia:Gebruiker zh-M
ចំណាត់ថ្នាក់ក្រុម:User en-2	Categorie:Wikipedia:Gebruiker en-2
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន	Sjabloon:Infobox generiek
ទំព័រគំរូ:Infobox instrument	Sjabloon:Infobox muziekinstrument
ទំព័រគំរូ:TOC right	Sjabloon:Inhoud rechts
ទំព័រគំរូ:RankedMedalTable	Sjabloon:Tabelkop Olympisch medailleklassement
ទំព័រគំរូ:User zh	Sjabloon:Gebruiker zh
ទំព័រគំរូ:Legend	Sjabloon:Legenda
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន បណ្ណាល័យ	Sjabloon:Infobox bibliotheek
ទំព័រគំរូ:Cite web	Sjabloon:Citeer web
ទំព័រគំរូ:YouTube	Sjabloon:Link YouTube
ទំព័រគំរូ:Current	Sjabloon:Nieuws
ទំព័រគំរូ:Won	Sjabloon:Tabelcel gewonnen
ទំព័រគំរូ:Coor URL	Sjabloon:MapsServer
ទំព័រគំរូ:Min	Sjabloon:Min
ទំព័រគំរូ:Wiktionary	Sjabloon:Wikt
ទំព័រគំរូ:Multi-listen start	Sjabloon:Multi-listen start
ទំព័រគំរូ:Language icon	Sjabloon:Taalaanduiding
ទំព័រគំរូ:Infobox settlement	Sjabloon:Infobox plaats
ទំព័រគំរូ:User ru	Sjabloon:Gebruiker ru
ទំព័រគំរូ:Admin	Sjabloon:Link moderator
ទំព័រគំរូ:IPA	Sjabloon:IPA
ទំព័រគំរូ:អត្ថន័យដទៃទៀត	Sjabloon:Zie dp
ទំព័រគំរូ:List of African capitals	Sjabloon:Navigatie hoofdsteden Afrika
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ក្រុមជនជាតិ	Sjabloon:Infobox volk
ទំព័រគំរូ:Archive box	Sjabloon:Archief
ទំព័រគំរូ:MONTHNAME	Sjabloon:MONTHNAME
វិគីភីឌា:Text of GNU Free Documentation License	Wikipedia:GNU Free Documentation License
ទំព័រគំរូ:រង្វាន់ណូបែល	Sjabloon:Navigatie Nobelprijs
ទំព័រគំរូ:Sisterlinks	Sjabloon:Zusterproject klein
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន តំបន់ការពារ	Sjabloon:Infobox beschermd gebied
ទំព័រគំរូ:Border	Sjabloon:Border
ចំណាត់ថ្នាក់ក្រុម:ជ័យលាភីរង្វាន់ណូបែល ផ្នែករូបវិទ្យា	Categorie:Winnaar van de Nobelprijs voor de Natuurkunde
ចំណាត់ថ្នាក់ក្រុម:ជ័យលាភីរង្វាន់ណូបែល ផ្នែកគីមីវិទ្យា	Categorie:Winnaar van de Nobelprijs voor de Scheikunde
ទំព័រគំរូ:Wikify	Sjabloon:Wikify
ទំព័រគំរូ:ParmPart	Sjabloon:ParmPart
ទំព័រគំរូ:Infobox OS	Sjabloon:Infobox besturingssysteem
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន សៀវភៅ	Sjabloon:Infobox boek
ទំព័រគំរូ:ICD10	Sjabloon:ICD10
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ាឡេស៊ី	Sjabloon:MY
ទំព័រគំរូ:Infobox website	Sjabloon:Infobox website
ទំព័រគំរូ:Globalize	Sjabloon:Wereldwijd
ទំព័រគំរូ:Image label end	Sjabloon:Afbeelding label eind
ទំព័រគំរូ:Documentation subpage	Sjabloon:Sjabdoc direct
ទំព័រគំរូ:Uncategorized	Sjabloon:Nocat
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសឥណ្ឌូនេស៊ី	Sjabloon:ID
ទំព័រគំរូ:Quote box	Sjabloon:Citatiebox
ទំព័រគំរូ:CcTLD	Sjabloon:Navigatie landelijke topleveldomeinen
ទំព័រគំរូ:List of Asian capitals by region	Sjabloon:Navigatie hoofdsteden Azië
ទំព័រគំរូ:ប្រអប់ព័ត៌មានទីកន្លែងកេរដំណែលពិភពលោក	Sjabloon:Infobox werelderfgoed
ទំព័រគំរូ:Purge	Sjabloon:Purge
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អាគារ	Sjabloon:Infobox gebouw
ទំព័រគំរូ:Location map USA	Sjabloon:Positiekaart Verenigde Staten
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអារ៉ាប៊ីសាអូឌីត	Sjabloon:SA
ទំព័រគំរូ:User page	Sjabloon:Gebruikerspagina
ទំព័រគំរូ:DE	Sjabloon:DE
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ព្រះវិហារគ្រិស្ដសាសនា	Sjabloon:Infobox kerk
ទំព័រគំរូ:ផ្នែក និងទឹកដីនាយសមុទ្ររបស់បារាំង	Sjabloon:Navigatie overzeese gebiedsdelen Frankrijk
ទំព័រគំរូ:Infobox Christian leader	Sjabloon:Infobox paus
ទំព័រគំរូ:User	Sjabloon:Gebruikerlinks
ទំព័រគំរូ:Spoken Wikipedia	Sjabloon:Gesproken Wikipedia
ទំព័រគំរូ:Lorem ipsum	Sjabloon:Lorem ipsum
ទំព័រគំរូ:ស្នើសុំប្ដូរឈ្មោះ	Sjabloon:HernoemGebruiker
ទំព័រគំរូ:Image label small	Sjabloon:Afbeelding label klein
ទំព័រគំរូ:Featured article candidates	Sjabloon:Etalagenominatie
ទំព័រគំរូ:Nihongo	Sjabloon:Nihongo
ទំព័រគំរូ:User fr-3	Sjabloon:Gebruiker fr-3
ទំព័រគំរូ:PD-because	Sjabloon:Sjabloon verwijderd
ទំព័រគំរូ:Th icon	Sjabloon:Th
ទំព័រគំរូ:Infobox former country	Sjabloon:Infobox historisch land
ទំព័រគំរូ:JPN	Sjabloon:JP
ទំព័រគំរូ:ភូមិភាគទាំង៩របស់ជប៉ុន	Sjabloon:Navigatie bestuurlijke indeling Japan
ទំព័រគំរូ:Merge from	Sjabloon:Samenvoegenvan
ជំនួយ:តារាង	Help:Gebruik van tabellen
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសប៉ាគីស្ថាន	Sjabloon:PK
ទំព័រគំរូ:Age in days nts	Sjabloon:Aantal dagen
ទំព័រគំរូ:Nations at the 2008 Summer Olympics	Sjabloon:Navigatie landen op de Olympische Zomerspelen 2008
ទំព័រគំរូ:Guideline	Sjabloon:Richtlijn
ទំព័រគំរូ:Disagree	Sjabloon:Tegen
ទំព័រគំរូ:Lt	Sjabloon:Lt
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអ៊ីរ៉ង់	Sjabloon:IR
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហ្សកដង់	Sjabloon:JO
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហុងកុង	Sjabloon:HK
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងជើង	Sjabloon:KP
ទំព័រគំរូ:BHU	Sjabloon:BT
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសសិង្ហបុរី	Sjabloon:SG
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសឥណ្ឌា	Sjabloon:IN
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ាកាវ	Sjabloon:MO
ទំព័រគំរូ:សបា្ដហ៍	Sjabloon:Zijbalk weekdagen
ចំណាត់ថ្នាក់ក្រុម:User ja-N	Categorie:Wikipedia:Gebruiker ja-M
ទំព័រគំរូ:Multicol-break	Sjabloon:NieuweKolom
ទំព័រគំរូ:PDFlink	Sjabloon:Pdf
ទំព័រគំរូ:Ca icon	Sjabloon:Ca
ទំព័រគំរូ:Infobox saint	Sjabloon:Infobox heilige
ទំព័រគំរូ:ណែនាំ	Sjabloon:Dp
ទំព័រគំរូ:Copy to Wiktionary	Sjabloon:Wb
ទំព័រគំរូ:No	Sjabloon:Nietuitgevoerd
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូ ប្រអប់ព័ត៌មាន	Categorie:Wikipedia:Sjablonen infobox
ចំណាត់ថ្នាក់ក្រុម:Lists of flags	Categorie:Lijsten van vlaggen
ចំណាត់ថ្នាក់ក្រុម:អ្នកថតរូប	Categorie:Fotografie
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះយោធា	Categorie:Militair luchtvaartuig
ទំព័រគំរូ:LAO	Sjabloon:LA
ទំព័រគំរូ:GRC	Sjabloon:GR
ទំព័រគំរូ:PRT	Sjabloon:PT
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសបង់ក្លាដែស្ស	Sjabloon:BD
ទំព័រគំរូ:States of Austria	Sjabloon:Navigatie deelstaten Oostenrijk
ចំណាត់ថ្នាក់ក្រុម:អង្គការមិនរកប្រាក់កំរៃ	Categorie:Non-profitorganisatie
ទំព័រគំរូ:KHM	Sjabloon:KH
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អង្គការ	Sjabloon:Infobox organisatie
ទំព័រគំរូ:MNE	Sjabloon:ME
ទំព័រគំរូ:Category TOC	Sjabloon:Hoofding categorieindex
ទំព័រគំរូ:Thumbs up	Sjabloon:Prima
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសមីយ៉ាន់ម៉ា	Sjabloon:MM
ទំព័រគំរូ:GSE	Sjabloon:Link Grote Sovjetencyclopedie
ទំព័រគំរូ:MONTHDAYS	Sjabloon:MaandDagen
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងត្បូង	Sjabloon:KR
ទំព័រគំរូ:User it-2	Sjabloon:Gebruiker it-2
ទំព័រគំរូ:Superimpose	Sjabloon:Superimpose
ទំព័រគំរូ:FRA	Sjabloon:FR
ទំព័រគំរូ:Infobox person	Sjabloon:Infobox persoon
ទំព័រគំរូ:List of European capitals by region	Sjabloon:Navigatie hoofdsteden Europa
ទំព័រគំរូ:Legend-line	Sjabloon:Legenda-lijn
ចំណាត់ថ្នាក់ក្រុម:ព្រះមហាក្សត្រខ្មែរ	Categorie:Koning van Cambodja
ទំព័រគំរូ:Coord	Sjabloon:Coördinaten
ទំព័រគំរូ:POV	Sjabloon:NPOV
ទំព័រគំរូ:Dmoz	Sjabloon:Link DMOZ
ចំណាត់ថ្នាក់ក្រុម:ពហុកោណ	Categorie:Veelhoek
ទំព័រគំរូ:User lb-1	Sjabloon:Gebruiker lb-1
ទំព័រគំរូ:User fr-4	Sjabloon:Gebruiker fr-4
ទំព័រគំរូ:អាស៊ីហ្គេម	Sjabloon:Navigatie Aziatische Spelen
ទំព័រគំរូ:User la-1	Sjabloon:Gebruiker la-1
ទំព័រគំរូ:ព្រះពុទ្ធសាសនា	Sjabloon:Zijbalk boeddhisme
ទំព័រគំរូ:អេឡិចត្រូម៉ាញ៉េទិច	Sjabloon:Zijbalk elektromagnetisme
ចំណាត់ថ្នាក់ក្រុម:ឯកសារអំពី ទំព័រគំរូ	Categorie:Wikipedia:Sjablonen sjabloondocumentatie
ចំណាត់ថ្នាក់ក្រុម:អត្ថបទខ្លីមិនពេញលេញ អំពីកម្ពុជា	Categorie:Wikipedia:Beginnetje Cambodja
ចំណាត់ថ្នាក់ក្រុម:User pdc	Categorie:Wikipedia:Gebruiker pdc
ចំណាត់ថ្នាក់ក្រុម:User et	Categorie:Wikipedia:Gebruiker et
ចំណាត់ថ្នាក់ក្រុម:User fr	Categorie:Wikipedia:Gebruiker fr
ចំណាត់ថ្នាក់ក្រុម:User id	Categorie:Wikipedia:Gebruiker id
ចំណាត់ថ្នាក់ក្រុម:User ja	Categorie:Wikipedia:Gebruiker ja
ចំណាត់ថ្នាក់ក្រុម:User la	Categorie:Wikipedia:Gebruiker la
ចំណាត់ថ្នាក់ក្រុម:User li	Categorie:Wikipedia:Gebruiker li
ចំណាត់ថ្នាក់ក្រុម:User sv	Categorie:Wikipedia:Gebruiker sv
ចំណាត់ថ្នាក់ក្រុម:User th	Categorie:Wikipedia:Gebruiker th
ចំណាត់ថ្នាក់ក្រុម:User fr-3	Categorie:Wikipedia:Gebruiker fr-3
ចំណាត់ថ្នាក់ក្រុម:User it-3	Categorie:Wikipedia:Gebruiker it-3
ចំណាត់ថ្នាក់ក្រុម:User ja-3	Categorie:Wikipedia:Gebruiker ja-3
ចំណាត់ថ្នាក់ក្រុម:User tr-3	Categorie:Wikipedia:Gebruiker tr-3
ចំណាត់ថ្នាក់ក្រុម:User pdc-1	Categorie:Wikipedia:Gebruiker pdc-1
ចំណាត់ថ្នាក់ក្រុម:User et-1	Categorie:Wikipedia:Gebruiker et-1
ចំណាត់ថ្នាក់ក្រុម:User li-1	Categorie:Wikipedia:Gebruiker li-1
ចំណាត់ថ្នាក់ក្រុម:User nl-1	Categorie:Wikipedia:Gebruiker nl-1
ចំណាត់ថ្នាក់ក្រុម:User tr-1	Categorie:Wikipedia:Gebruiker tr-1
ចំណាត់ថ្នាក់ក្រុម:User fr-4	Categorie:Wikipedia:Gebruiker fr-4
ចំណាត់ថ្នាក់ក្រុម:User it-4	Categorie:Wikipedia:Gebruiker it-4
ចំណាត់ថ្នាក់ក្រុម:User fr-2	Categorie:Wikipedia:Gebruiker fr-2
ចំណាត់ថ្នាក់ក្រុម:User it-2	Categorie:Wikipedia:Gebruiker it-2
ចំណាត់ថ្នាក់ក្រុម:User ja-2	Categorie:Wikipedia:Gebruiker ja-2
ចំណាត់ថ្នាក់ក្រុម:User la-2	Categorie:Wikipedia:Gebruiker la-2
ចំណាត់ថ្នាក់ក្រុម:User tr-2	Categorie:Wikipedia:Gebruiker tr-2
ចំណាត់ថ្នាក់ក្រុម:User fr-N	Categorie:Wikipedia:Gebruiker fr-M
ចំណាត់ថ្នាក់ក្រុម:User it-N	Categorie:Wikipedia:Gebruiker it-M
ចំណាត់ថ្នាក់ក្រុម:User nl-N	Categorie:Wikipedia:Gebruiker nl-M
ចំណាត់ថ្នាក់ក្រុម:User ru-N	Categorie:Wikipedia:Gebruiker ru-M
ចំណាត់ថ្នាក់ក្រុម:កំសាន្ត	Categorie:Amusement
ចំណាត់ថ្នាក់ក្រុម:User af	Categorie:Wikipedia:Gebruiker af
ចំណាត់ថ្នាក់ក្រុម:User af-1	Categorie:Wikipedia:Gebruiker af-1
ចំណាត់ថ្នាក់ក្រុម:User bar	Categorie:Wikipedia:Gebruiker bar
ចំណាត់ថ្នាក់ក្រុម:User bar-1	Categorie:Wikipedia:Gebruiker bar-1
ចំណាត់ថ្នាក់ក្រុម:កោះ	Categorie:Eiland
ចំណាត់ថ្នាក់ក្រុម:User de	Categorie:Wikipedia:Gebruiker de
ចំណាត់ថ្នាក់ក្រុម:User de-2	Categorie:Wikipedia:Gebruiker de-2
ចំណាត់ថ្នាក់ក្រុម:User de-3	Categorie:Wikipedia:Gebruiker de-3
ចំណាត់ថ្នាក់ក្រុម:User de-4	Categorie:Wikipedia:Gebruiker de-4
ចំណាត់ថ្នាក់ក្រុម:User de-N	Categorie:Wikipedia:Gebruiker de-M
ចំណាត់ថ្នាក់ក្រុម:User el	Categorie:Wikipedia:Gebruiker el
ចំណាត់ថ្នាក់ក្រុម:User en-3	Categorie:Wikipedia:Gebruiker en-3
ចំណាត់ថ្នាក់ក្រុម:User en-N	Categorie:Wikipedia:Gebruiker en-M
ចំណាត់ថ្នាក់ក្រុម:User es	Categorie:Wikipedia:Gebruiker es
ចំណាត់ថ្នាក់ក្រុម:User es-1	Categorie:Wikipedia:Gebruiker es-1
ចំណាត់ថ្នាក់ក្រុម:User es-2	Categorie:Wikipedia:Gebruiker es-2
ចំណាត់ថ្នាក់ក្រុម:User es-4	Categorie:Wikipedia:Gebruiker es-4
ចំណាត់ថ្នាក់ក្រុម:User es-N	Categorie:Wikipedia:Gebruiker es-M
ចំណាត់ថ្នាក់ក្រុម:User fi	Categorie:Wikipedia:Gebruiker fi
ចំណាត់ថ្នាក់ក្រុម:User fi-N	Categorie:Wikipedia:Gebruiker fi-M
ចំណាត់ថ្នាក់ក្រុម:User id-1	Categorie:Wikipedia:Gebruiker id-1
ចំណាត់ថ្នាក់ក្រុម:User id-2	Categorie:Wikipedia:Gebruiker id-2
ចំណាត់ថ្នាក់ក្រុម:User id-3	Categorie:Wikipedia:Gebruiker id-3
ទំព័រគំរូ:Beijing	Sjabloon:Navigatie stadsprovincie Peking
ទំព័រគំរូ:Multiple image	Sjabloon:Afbeelding combi
ចំណាត់ថ្នាក់ក្រុម:ធរណីមាត្រ	Categorie:Meetkunde
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន រោគ-ជំងឺ	Sjabloon:Infobox aandoening
ទំព័រគំរូ:Weather box	Sjabloon:Tabel weergemiddelden
វិគីភីឌា:អត្ថបទ​ប្រចាំ​ថ្ងៃ	Wikipedia:Uitgelicht
ចំណាត់ថ្នាក់ក្រុម:User it	Categorie:Wikipedia:Gebruiker it
ចំណាត់ថ្នាក់ក្រុម:User it-1	Categorie:Wikipedia:Gebruiker it-1
ចំណាត់ថ្នាក់ក្រុម:User ja-1	Categorie:Wikipedia:Gebruiker ja-1
ចំណាត់ថ្នាក់ក្រុម:User ko	Categorie:Wikipedia:Gebruiker ko
ចំណាត់ថ្នាក់ក្រុម:User ko-1	Categorie:Wikipedia:Gebruiker ko-1
ចំណាត់ថ្នាក់ក្រុម:User ko-2	Categorie:Wikipedia:Gebruiker ko-2
ចំណាត់ថ្នាក់ក្រុម:User ko-3	Categorie:Wikipedia:Gebruiker ko-3
ចំណាត់ថ្នាក់ក្រុម:User ksh	Categorie:Wikipedia:Gebruiker ksh
ចំណាត់ថ្នាក់ក្រុម:User ksh-N	Categorie:Wikipedia:Gebruiker ksh-M
ចំណាត់ថ្នាក់ក្រុម:User la-1	Categorie:Wikipedia:Gebruiker la-1
ចំណាត់ថ្នាក់ក្រុម:User lb	Categorie:Wikipedia:Gebruiker lb
ចំណាត់ថ្នាក់ក្រុម:User lb-1	Categorie:Wikipedia:Gebruiker lb-1
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន រូបិយវត្ថុ	Sjabloon:Infobox munteenheid
ទំព័រគំរូ:Sup	Sjabloon:Sup
ទំព័រគំរូ:Current U.S. Senators	Sjabloon:Navigatie senatoren Verenigde Staten
ទំព័រគំរូ:Infobox programming language	Sjabloon:Infobox programmeertaal
ទំព័រគំរូ:He icon	Sjabloon:He
ទំព័រគំរូ:Information	Sjabloon:Information
ទំព័រគំរូ:Pp-protected	Sjabloon:Beveiligd
ចំណាត់ថ្នាក់ក្រុម:User ru-1	Categorie:Wikipedia:Gebruiker ru-1
ទំព័រគំរូ:TOC limit	Sjabloon:Inhoud beperkt
វិគីភីឌា:បាបេល	Wikipedia:Babel
ទំព័រគំរូ:Expand list	Sjabloon:Lijstbeg
ទំព័រគំរូ:Tdeprecated	Sjabloon:Sjabloon verouderd
ចំណាត់ថ្នាក់ក្រុម:User ms-2	Categorie:Wikipedia:Gebruiker ms-2
ចំណាត់ថ្នាក់ក្រុម:សមុទ្រ	Categorie:Zee
ទំព័រគំរូ:FishBase genus	Sjabloon:Link FishBase genus
ទំព័រគំរូ:FishBase family	Sjabloon:Link FishBase family
ចំណាត់ថ្នាក់ក្រុម:User nds	Categorie:Wikipedia:Gebruiker nds
ទំព័រគំរូ:Sect1911	Sjabloon:Bronvermelding Encyclopædia Britannica 1911
ចំណាត់ថ្នាក់ក្រុម:User nds-1	Categorie:Wikipedia:Gebruiker nds-1
ជំនួយ:Archiving a talk page	Wikipedia:Archiveren
ចំណាត់ថ្នាក់ក្រុម:អង្គការអន្តរជាតិ	Categorie:Internationale organisatie
ទំព័រគំរូ:មេកានិចកង់ទិច	Sjabloon:Zijbalk kwantummechanica
ជំនួយ:សៀវភៅ	Help:Boeken
ចំណាត់ថ្នាក់ក្រុម:សមីការឌីផេរ៉ង់ស្យែល	Categorie:Differentiaalvergelijking
ចំណាត់ថ្នាក់ក្រុម:ខេត្តក្រុងខ្មែរ	Categorie:Provincie van Cambodja
ទំព័រគំរូ:Ms icon	Sjabloon:Ms
ចំណាត់ថ្នាក់ក្រុម:ឧទ្ធម្ភាគចក្រ	Categorie:Helikopter
ចំណាត់ថ្នាក់ក្រុម:វិទ្យាសាស្ត្រសង្គម	Categorie:Sociale wetenschap
ឈាន	Dhyana
ទំព័រគំរូ:Zh icon	Sjabloon:Zh
ទំព័រគំរូ:Infobox government agency	Sjabloon:Infobox overheidsinstelling
វិគីភីឌា:Tools	Help:Hulpmiddelen
ទំព័រគំរូ:User ru-2	Sjabloon:Gebruiker ru-2
ចំណាត់ថ្នាក់ក្រុម:User ru	Categorie:Wikipedia:Gebruiker ru
ចំណាត់ថ្នាក់ក្រុម:User ru-2	Categorie:Wikipedia:Gebruiker ru-2
ចំណាត់ថ្នាក់ក្រុម:User ru-3	Categorie:Wikipedia:Gebruiker ru-3
ចំណាត់ថ្នាក់ក្រុម:វត្តអារាមព្រះពុទ្ធសាសនា	Categorie:Boeddhistische tempel
ចំណាត់ថ្នាក់ក្រុម:User sxu	Categorie:Wikipedia:Gebruiker sxu
ចំណាត់ថ្នាក់ក្រុម:User sxu-1	Categorie:Wikipedia:Gebruiker sxu-1
ចំណាត់ថ្នាក់ក្រុម:User th-1	Categorie:Wikipedia:Gebruiker th-1
ចំណាត់ថ្នាក់ក្រុម:User th-N	Categorie:Wikipedia:Gebruiker th-M
ចំណាត់ថ្នាក់ក្រុម:User tr	Categorie:Wikipedia:Gebruiker tr
ចំណាត់ថ្នាក់ក្រុម:User tr-4	Categorie:Wikipedia:Gebruiker tr-4
ចំណាត់ថ្នាក់ក្រុម:User tr-N	Categorie:Wikipedia:Gebruiker tr-M
ចំណាត់ថ្នាក់ក្រុម:User vls	Categorie:Wikipedia:Gebruiker vls
ចំណាត់ថ្នាក់ក្រុម:User vls-1	Categorie:Wikipedia:Gebruiker vls-1
ទំព័រគំរូ:En icon	Sjabloon:En
ទំព័រគំរូ:Nay	Sjabloon:Nee
ទំព័រគំរូ:ប្រអប់ភាសា	Sjabloon:Lang
ទំព័រគំរូ:FishBase species alt	Sjabloon:Link FishBase species
ទំព័រគំរូ:Infobox Olympics Cambodia	Sjabloon:Infobox Cambodja op Olympische Spelen
ទំព័រគំរូ:Self	Sjabloon:Self
ទំព័រគំរូ:ខេត្តអានយ៉ាង	Sjabloon:Navigatie provincie An Giang
ចំណាត់ថ្នាក់ក្រុម:ធរណីមាត្រត្រីកោណ	Categorie:Driehoeksmeetkunde
ទំព័រគំរូ:Fr icon	Sjabloon:Fr
ទំព័រគំរូ:Ko icon	Sjabloon:Ko
ទំព័រគំរូ:EST	Sjabloon:EE
ទំព័រគំរូ:Football squad end	Sjabloon:Voetbalselectie end
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសរុស្ស៊ី	Sjabloon:RU
ទំព័រគំរូ:ICD9	Sjabloon:ICD9
ទំព័រគំរូ:ប្រវត្តិសាស្ត្របារាំង	Sjabloon:Zijbalk geschiedenis Frankrijk
ទំព័រគំរូ:CHL	Sjabloon:CL
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសស៊ីរី	Sjabloon:SY
ទំព័រគំរូ:ENG	Sjabloon:EN
ទំព័រគំរូ:Tfd	Sjabloon:Sjabloonweg
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសជាកោះ	Categorie:Eilandnatie
ទំព័រគំរូ:User la-2	Sjabloon:Gebruiker la-2
ទំព័រគំរូ:User ru-1	Sjabloon:Gebruiker ru-1
ទំព័រគំរូ:User tr-1	Sjabloon:Gebruiker tr-1
ទំព័រគំរូ:User zh-1	Sjabloon:Gebruiker zh-1
ទំព័រគំរូ:User zh-2	Sjabloon:Gebruiker zh-2
ទំព័រគំរូ:User zh-3	Sjabloon:Gebruiker zh-3
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូ	Categorie:Natuurkundige naar nationaliteit
ទំព័រគំរូ:User zh-4	Sjabloon:Gebruiker zh-4
ចំណាត់ថ្នាក់ក្រុម:គមនាគមន៍នៅប្រទេសជប៉ុន	Categorie:Verkeer en vervoer in Japan
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសហ្សំប៊ី	Categorie:Zambia
ទំព័រគំរូ:Cuisine	Sjabloon:Zijbalk kookkunst
ទំព័រគំរូ:Multi-listen end	Sjabloon:Multi-listen end
ចំណាត់ថ្នាក់ក្រុម:ការអប់រំនៅប្រទេសជប៉ុន	Categorie:Onderwijs in Japan
ចំណាត់ថ្នាក់ក្រុម:User nl	Categorie:Wikipedia:Gebruiker nl
ចំណាត់ថ្នាក់ក្រុម:User zh-1	Categorie:Wikipedia:Gebruiker zh-1
ចំណាត់ថ្នាក់ក្រុម:User zh-4	Categorie:Wikipedia:Gebruiker zh-4
ចំណាត់ថ្នាក់ក្រុម:User zh-3	Categorie:Wikipedia:Gebruiker zh-3
ចំណាត់ថ្នាក់ក្រុម:User zh-2	Categorie:Wikipedia:Gebruiker zh-2
ចំណាត់ថ្នាក់ក្រុម:មេកានិច	Categorie:Mechanica
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូអាល្លឺម៉ង់	Categorie:Duits natuurkundige
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូអ៊ីតាលី	Categorie:Italiaans natuurkundige
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូបារាំង	Categorie:Frans natuurkundige
ចំណាត់ថ្នាក់ក្រុម:ព្រឹត្តិការណ៍កីឡាចំរុះ	Categorie:Multisportevenement
ចំណាត់ថ្នាក់ក្រុម:គណិតវិទូអាល្លឺម៉ង់	Categorie:Duits wiskundige
ចំណាត់ថ្នាក់ក្រុម:ចំនួនគត់រឺឡាទីប	Categorie:Natuurlijk getal
ចំណាត់ថ្នាក់ក្រុម:ស៊ីហ្គេម	Categorie:Zuidoost-Aziatische Spelen
ចំណាត់ថ្នាក់ក្រុម:ត្រីកោណមាត្រ	Categorie:Goniometrie
ចំណាត់ថ្នាក់ក្រុម:ទ្រឹស្តីបទគណិតវិទ្យា	Categorie:Wiskundige stelling
ចំណាត់ថ្នាក់ក្រុម:អាកាសយានដ្ឋាន	Categorie:Vliegveld
